%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1758482330661461300,4599,1758482330661158784,base_link,-0.0008074271193062824,-0.00010816729509444813,-0.7424818789869506,-0.6698656549915738,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00040480424650013447,-0.0002999927382916213,-0.0009057405404746532,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482330912222800,4600,1758482330911333632,base_link,-0.000809041292162752,-0.00010967019976026588,-0.7424866799682708,-0.669860331333577,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00029617268592119217,-0.0002482349518686534,-0.0008699449244886637,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482331163174300,4601,1758482331161460608,base_link,-0.0008095731803511577,-0.00010818749138258648,-0.7424896945497876,-0.6698569894940977,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00033955834805965424,-0.0003509689122438432,-0.0008229509694501758,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482331413783400,4602,1758482331411643392,base_link,-0.0008095313483793394,-0.00010940706456481239,-0.7424946677686574,-0.6698514768396062,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00029153143987059593,-0.00033909408375620853,-0.0008849117439240217,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482331659046100,4603,1758482331661759872,base_link,-0.0008112585027928579,-0.00010935881896390982,-0.7424965566881592,-0.6698493809853956,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00031398655846714973,-0.00036548101343214523,-0.0009493754478171468,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482331909517900,4604,1758482331911943680,base_link,-0.0008112715882404395,-0.00010762268052172024,-0.7425012930756463,-0.6698441311504956,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00034326151944696903,-0.0003664284013211728,-0.0008662998443469405,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482332160719100,4605,1758482332162066048,base_link,-0.000806567929126184,-0.00010955663970528964,-0.7425026081975844,-0.6698426787427798,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00034113763831555843,-0.00019919872283935558,-0.0008925058646127582,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482332411377800,4606,1758482332412241664,base_link,-0.0008059220791392597,-0.0001094826741877628,-0.7425071497754979,-0.6698376452808639,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00028436677530407906,-0.0002723743673413993,-0.0008149456698447466,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482332662173800,4607,1758482332662365056,base_link,-0.0008083244277583409,-0.00011041968847804667,-0.7425094702144405,-0.6698350700440987,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003439667634665966,-0.0002489250618964435,-0.0009162236237898469,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482332913117200,4608,1758482332912547328,base_link,-0.0008067967922189079,-0.00010928477028346275,-0.7425128939931176,-0.6698312768076301,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003462228924036026,-0.000305492663756013,-0.0009561392944306135,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482333164179400,4609,1758482333162664832,base_link,-0.0007989557308649992,-0.0001090467762934994,-0.7425177702658637,-0.6698258808212405,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00018430803902447224,-0.00029883231036365043,-0.0009443325689062476,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482333415112100,4610,1758482333412850944,base_link,-0.0007977094036522717,-0.00011080791974195068,-0.7425203003812232,-0.6698230773145177,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003203835804015398,-0.00027250172570347797,-0.0008865840500220656,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482333660173400,4611,1758482333662972032,base_link,-0.0008007721024744281,-0.0001138137805886432,-0.7425233042243863,-0.6698197432848352,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003560862969607115,-0.00021000392735004436,-0.0008312372956424952,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482333910622900,4612,1758482333913149440,base_link,-0.000797199610484751,-0.00011436724434331424,-0.7425282998719317,-0.6698142095254573,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003646654076874256,-0.00035299500450491916,-0.0008381408406421542,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.2009682532858392e-15,9.80665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482334161506300,4613,1758482334163273600,base_link,-0.000799205493254906,-0.00011536414148452633,-0.7425305902967086,-0.6698116678853212,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003466589841991663,-0.00026490679010748874,-0.0008942047134041786,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482334412804100,4614,1758482334413452032,base_link,-0.0007972448174063759,-0.00011656999360576546,-0.7425350267957829,-0.6698067518273638,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003111942205578089,-0.0002588336355984212,-0.0008644568733870983,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482334663600700,4615,1758482334663571328,base_link,-0.0007990864290544021,-0.00011781936511329954,-0.7425365885696169,-0.6698050180573979,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003255635965615511,-0.0002650110982358457,-0.0009114760905504227,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482334914459800,4616,1758482334913758976,base_link,-0.0007978393327466287,-0.00012077395943063989,-0.7425416386021382,-0.6697994205791024,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00031317747198045254,-0.0002691147383302451,-0.0009132052073255181,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482335165581600,4617,1758482335163873408,base_link,-0.0007906571479546515,-0.0001226419087586254,-0.7425420255144756,-0.6697989998238998,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.000330392736941576,-0.00029354938305914413,-0.000904953689314425,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482335417425000,4618,1758482335414053632,base_link,-0.0007919796992337973,-0.00012070275201483061,-0.7425438172206027,-0.6697970123152669,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00025708298198878765,-0.0002541842404752971,-0.0008915489306673408,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.2009682532858392e-15,9.80665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482335661450600,4619,1758482335664179584,base_link,-0.0007957791085984793,-0.00012178846705620271,-0.7425468186005042,-0.6697936802400047,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003405977040529251,-0.00034040934406220924,-0.0008842204697430134,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482335912021200,4620,1758482335914351872,base_link,-0.0007928627271702965,-0.000122587551736368,-0.7425525176145026,-0.6697873654566437,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003448375500738621,-0.0001733568497002126,-0.0008462324040010571,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482336164327800,4621,1758482336165470400,base_link,-0.0007874785294326066,-0.00012519771677198312,-0.7425542666791702,-0.6697854322390545,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00041573611088097095,-0.0002360383514314891,-0.0008327764226123691,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482336415176300,4622,1758482336415653952,base_link,-0.000789332998967798,-0.00012854446436990575,-0.7425591391667707,-0.6697800275236953,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00036025745794177055,-0.0002797413617372514,-0.0009146471275016665,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482336666201200,4623,1758482336665772992,base_link,-0.0007965838693821379,-0.00012914976259409893,-0.7425617461157866,-0.6697771285882728,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.00035342946648597717,-0.0002942744176834823,-0.000891576986759901,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
1758482336917429000,4624,1758482336914947584,base_link,-0.0008111140642732935,-0.0001289416798005166,-0.7425674916010686,-0.6697707412878791,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0003702300600707531,-0.00029963674023747455,-0.0009278184734284878,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,0.0,0.0,1.2184696791468346e-07,0.0,1.202169221539125e-15,9.81645665,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08,0.0,0.0,0.0,8.999999999999999e-08
